Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
22.0,Male,Master's,6.0,4,8.200161196,6.0,87.0,12.0,Moderate,0
26.0,Male,Bachelor's (Type 2),15.0,4,50.97339471,30.0,74.0,45.0,Moderate,0
38.0,Female,Master's,6.0,1,32.11879657,47.0,16.0,81.0,Aggressive,0
27.0,Male,Bachelor's (Type 1),15.0,3,22.54939363,46.0,84.0,32.0,Conservative,1
29.0,Female,Bachelor's (Type 2),0.0,2,15.40822614,77.0,56.0,20.0,Aggressive,1
39.0,Male,Bachelor's (Type 2),5.0,2,31.19602218,91.0,89.0,79.0,Moderate,1
34.0,Female,Master's,8.0,1,3.479675411,52.0,47.0,78.0,Conservative,0
34.0,Female,Bachelor's (Type 2),1.0,2,5.734049525,79.0,43.0,56.0,Aggressive,0
48.0,Male,Bachelor's (Type 2),13.0,1,2.642834887,18.0,44.0,68.0,Moderate,1
20.0,Male,Bachelor's (Type 2),2.0,5,25.95849166,80.0,90.0,69.0,Moderate,1
39.0,Female,Bachelor's (Type 2),9.0,4,31.03033146,89.0,79.0,66.0,Moderate,1
49.0,Female,Bachelor's (Type 2),4.0,3,4.123988068,5.0,89.0,47.0,Moderate,1
26.0,Male,Bachelor's (Type 1),8.0,4,37.06122337,48.0,32.0,75.0,Moderate,0
46.0,Male,PhD,3.0,4,12.51975358,72.0,30.0,99.0,Moderate,1
23.0,Female,Master's,0.0,5,35.26007269,49.0,46.0,32.0,Moderate,0
48.0,Male,PhD,3.0,2,50.094857,80.0,5.0,35.0,Moderate,1
25.0,Female,Bachelor's (Type 2),5.0,3,35.5552935,94.0,71.0,32.0,Aggressive,0
44.0,Female,Master's,4.0,2,45.15965265,11.0,70.0,30.0,Conservative,1
20.0,Female,Master's,13.0,4,48.40992534,22.0,33.0,20.0,Conservative,1
48.0,Female,Bachelor's (Type 2),12.0,1,25.33755242,53.0,52.0,26.0,Moderate,0
24.0,Male,Bachelor's (Type 2),0.0,4,36.11624897,68.0,13.0,90.0,Moderate,0
46.0,Male,Bachelor's (Type 2),3.0,2,43.59846268,99.0,15.0,71.0,Moderate,1
42.0,Male,Master's,5.0,4,18.83044564,58.0,42.0,100.0,Moderate,0
20.0,Male,Bachelor's (Type 2),12.0,1,14.06986583,35.0,72.0,61.0,Moderate,1
49.0,Male,Bachelor's (Type 1),14.0,5,48.32992864,2.0,73.0,95.0,Aggressive,0
23.0,Male,Bachelor's (Type 2),9.0,2,37.31517502,57.0,80.0,25.0,Moderate,1
41.0,Male,PhD,9.0,4,11.98410667,87.0,11.0,65.0,Aggressive,1
21.0,Female,Master's,13.0,2,23.45416963,54.0,69.0,11.0,Aggressive,1
29.0,Male,PhD,3.0,5,40.82258848,56.0,18.0,21.0,Moderate,1
24.0,Male,Bachelor's (Type 2),14.0,4,28.35314955,16.0,40.0,16.0,Moderate,1
46.0,Female,Bachelor's (Type 2),13.0,4,33.49760491,38.0,52.0,6.0,Moderate,1
29.0,Male,Bachelor's (Type 1),8.0,2,38.6884101,89.0,28.0,67.0,Moderate,1
20.0,Male,Bachelor's (Type 1),4.0,2,32.10045944,67.0,69.0,36.0,Conservative,1
41.0,Female,Bachelor's (Type 1),7.0,1,28.0039661,54.0,58.0,37.0,Moderate,0
25.0,Male,Bachelor's (Type 2),8.0,5,38.48071422,44.0,88.0,95.0,Moderate,0
32.0,Male,Bachelor's (Type 1),9.0,1,37.37815177,75.0,63.0,10.0,Aggressive,0
50.0,Male,Bachelor's (Type 2),4.0,4,32.49362001,0.0,23.0,0.0,Aggressive,1
34.0,Female,PhD,5.0,2,18.98947067,20.0,88.0,24.0,Moderate,1
23.0,Male,Bachelor's (Type 2),0.0,4,21.29060461,82.0,15.0,41.0,Moderate,1
32.0,Male,Master's,10.0,4,49.52192744,20.0,51.0,51.0,Moderate,0
43.0,Female,Bachelor's (Type 2),15.0,3,6.619296615,51.0,79.0,23.0,Moderate,0
39.0,Male,Bachelor's (Type 2),11.0,3,14.42524586,81.0,5.0,52.0,Moderate,0
43.0,Female,Bachelor's (Type 2),14.0,4,25.62008796,42.0,36.0,55.0,Aggressive,0
34.0,Female,Bachelor's (Type 1),6.0,2,42.83648431,51.0,84.0,62.0,Aggressive,0
48.0,Male,Bachelor's (Type 2),3.0,4,9.183783186,66.0,3.0,80.0,Conservative,1
27.0,Female,Bachelor's (Type 2),10.0,3,14.84773091,43.0,97.0,7.0,Moderate,0
24.0,Female,Bachelor's (Type 1),1.0,2,4.28991089,31.0,91.0,58.0,Aggressive,1
48.0,Male,Bachelor's (Type 2),4.0,4,36.2992633,9.0,37.0,44.0,Moderate,1
34.0,Female,Bachelor's (Type 2),11.0,5,12.91047177,63.0,40.0,26.0,Moderate,1
